line;num;key_in_map;inferred;dup;also_numbers;topic;file;also_topics;auto_topic;margin;section;first_words
312;131;131;;;;viz;viz-render.md;;viz;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Замер стоимости на реальном прогоне (комплект 21, оба вида од…
313;132;132;;;;viz;viz-render.md;;viz;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] В запрос уходят ОБЕ картинки листа: чистый коллаж (его и надо…
314;133;133;;;;viz;viz-render.md;;mesh;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Ориентация считается ДЛЯ ВСЕХ предметов, но по-разному: с фас…
315;134;134;;;;viz;viz-render.md;;viz;5;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Текст не побеждает картинку: сколько ни пиши «разверни столик…
316;135;135;;;;viz;viz-render.md;catalog;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Ракурс карточек ЗАМЕРЕН, а не выдуман: `tools/scout/measure_a…
317;136;136;;;;viz;viz-render.md;;viz;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Постановку вытянутых предметов «по своей оси» пришлось откати…
318;137;137;;;;viz;viz-render.md;;viz;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Разворот предметов задаётся ГЕОМЕТРИЕЙ В КАДРЕ, а не текстом:…
319;138;138;;;;viz;viz-render.md;;viz;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Контур следа в коллаже решает РАЗВОРОТ, но не размер: модель …
320;139;139;;;;viz;viz-render.md;;viz;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Две служебные подсказки в кадре решают разные задачи: КРАСНАЯ…
321;140;140;;;;viz;viz-render.md;;memory;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Решение владельца: подсказка в кадре ОДНА — тонкие прямоуголь…
322;141;141;;;;viz;viz-render.md;;memory;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Промпт переосмыслен как ЗАДАНИЕ ДИЗАЙНЕРУ: роль и цель первым…
323;142;142;;;;viz;viz-render.md;;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Ширина вырезки берётся как ВИДИМАЯ ширина следа под текущим у…
324;143;143;;;;viz;viz-render.md;;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-04] Разбор промпта внешней моделью дал ТРИ наших бага: (1) габари…
325;144;144;;;;viz;viz-render.md;;viz;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Признак «часть предмета» считается по ЧЕСТНОЙ доле видимости:…
326;145;145;;;;viz;viz-render.md;;viz;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Четвёртая картинка запроса — эталоны внешнего вида только для…
327;146;146;;;;viz;viz-render.md;;viz;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Модель перестраивала комнату: замер положения вертикального у…
328;147;147;;;;viz;viz-render.md;;layout;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Архитектуру держит ЧИСЛО, а не слова: в запрос для каждого ка…
329;148;148;;;;viz;viz-render.md;mesh;viz;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Плоская вырезка ПРИНЦИПИАЛЬНО не может выглядеть одинаково с …
330;149;149;;;;mesh;mesh-salad-pool.md;;mesh;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Вход генератора 3D — ТОЛЬКО на белом фоне. Вырезку RGBA перев…
331;150;150;;;;mesh;mesh-salad-pool.md;viz;viz;4;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Рендера готового меша на fal НЕТ — крутить модель приходится …
332;151;151;;;;mesh;mesh-salad-pool.md;;mesh;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Части GLB рендерим ПО ОТДЕЛЬНОСТИ: склейка теряет UV. Диагнос…
333;152;152;;;;viz;viz-render.md;;viz;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] СЕРЫЙ ОБЪЁМ вместо непоставленного товара — вред: он даёт мод…
334;153;153;;;;viz;viz-render.md;;viz;4;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Обрезка вклейки ПО МАСКЕ рвёт рендер в лоскуты: ортографическ…
335;154;154;;;;viz;viz-render.md;;viz;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Легенда НЕ ДОЛЖНА врать: у непоставленного товара стоял номер…
336;155;155;;;;layout;layout-solver.md;;layout;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Замер по габаритным прямоугольникам врёт на Г-мебели: солвер …
337;156;156;;;;layout;layout-solver.md;;layout;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Движки ставят мебель по ТИПОВЫМ габаритам, а в раскладку уход…
338;157;157;;;;viz;viz-render.md;;viz;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Камера не должна стоять внутри мебели (угловой диван занимает…
339;158;158;;;;layout;layout-solver.md;;mesh;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Мебель у стены отплывала на 45 см ради комфортных 300 см до Т…
340;159;159;;;;viz;viz-render.md;;viz;5;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Лист эталонов обязан покрывать ВСЕ позиции кадра: модель рису…
342;160;160;;;;viz;viz-render.md;;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] В промпте свойства должны жить В САМОМ ТОВАРЕ (`appearance_so…
343;161;161;;;;catalog;catalog-stock.md;;viz;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Пропорции нельзя чинить весами: пока геометрия — слагаемое об…
344;162;162;;;;catalog;catalog-stock.md;;catalog;4;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] «Пуф» — не одна роль, а шесть разных вещей. Из 23 пуфов катал…
345;163;163;;;;catalog;catalog-stock.md;;catalog;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Ковров для гостиной в каталоге нет вообще: 609 товаров со сло…
346;164;164;;;;catalog;catalog-stock.md;;demo;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] У 100% офферов есть фото (и витринное, и оригинал). Миниатюр …
347;165;165;;;;catalog;catalog-stock.md;;catalog;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Перцептивный хеш один не доказывает «тот же товар»: CLIP B/32…
348;166;166;;;;devops;devops-deploy.md;catalog;devops;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Не всякий .sql в папке — миграция: `db_migrate.py` уронил про…
349;167;167;;;;catalog;catalog-stock.md;;catalog;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Правило разнообразия проверяло не того кандидата: `overlap_ok…
350;168;168;;;;viz;viz-render.md;;viz;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Лист эталонов строим от состава комплекта, а не от номеров в …
351;169;169a;;dup;;devops;devops-deploy.md;memory;devops;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] `open(f,'w')` в одном выражении с `open(f).read()` ОБНУЛЯЕТ ф…
352;169;169b;;dup;;catalog;catalog-stock.md;;catalog;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Дешёвая модель дешевле только по прайсу: `gpt-5-nano` при цен…
353;170;170;;;;catalog;catalog-stock.md;memory;catalog;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Сравнение моделей без доверительных интервалов — не сравнение…
354;171;171;;;;catalog;catalog-stock.md;;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] «Главный стиль» — негодная метрика: векторы плоские (у товара…
355;172;172;;;;catalog;catalog-stock.md;;catalog;4;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Картинку в API надо слать БАЙТАМИ, а не ссылкой магазина: на …
356;173;173;;;;catalog;catalog-stock.md;;catalog;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Среди «фото товара» попадаются инфографика с характеристиками…
357;174;174;;;;catalog;catalog-stock.md;;catalog;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-05] Описание из фида — источник только у 12.3% пула: 7 813 тексто…
358;175;175;;;;catalog;catalog-stock.md;;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Стиль по одному предмету напрямую определяется плохо даже в и…
359;176;176;;;;catalog;catalog-stock.md;;memory;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Вопросы должны быть СВОИ для каждого типа предмета: у дивана …
360;177;177;;;;catalog;catalog-stock.md;;memory;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Проверка 50 карточек глазами нашла дыры не в модели, а в моей…
361;178;178;;;;catalog;catalog-stock.md;;catalog;5;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Роль товара надо брать из ДЕРЕВА КАТЕГОРИЙ фида, а не из реге…
362;179;179;;;;catalog;catalog-stock.md;;catalog;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Атрибут родителя категории в фидах бывает `parentId` И `paren…
363;180;180;;;;catalog;catalog-stock.md;;layout;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Регекс без границы слова: `ковер` ловил «гайковерт» — 27 гайк…
364;181;181;;;;catalog;catalog-stock.md;;catalog;3;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Поправка «на редкость стиля» множителем даёт обратный перекос…
365;182;182;;;;catalog;catalog-stock.md;;catalog;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Ковров для гостиной в каталоге НОЛЬ даже после чистки по дере…
366;183;183;;;;catalog;catalog-stock.md;;catalog;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Определяющий маркер стиля обязан быть РЕДКИМ: назначил маркер…
367;184;184;;;;catalog;catalog-stock.md;;catalog;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Нормировать надо ту же величину, что измеряешь: статистика по…
368;185;185;;;;catalog;catalog-stock.md;;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Вопросы модели и веса оценки должны жить в ОДНОЙ таблице «кат…
369;186;186;;;;catalog;catalog-stock.md;;catalog;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Когда алгоритм назначает стиль там, где его нет (искусственна…
371;187;187;;;;catalog;catalog-stock.md;;catalog;2;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] «Стиля нет» — законный ответ: без него алгоритм назначает поб…
372;188;188;;;;catalog;catalog-stock.md;;catalog;0;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Порог нейтральности ставится замером, а не рассуждением: треб…
373;189;189;;;;memory;memory-process.md;catalog;memory;1;Уроки 54–60 (перенесены из core/lessons.md 2026-08-04);[08-06] Всё платное — сперва пробной партией, потом массово (правило …
377;190;190;;;;catalog;catalog-stock.md;;catalog;2;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-06] Completed у провайдера ≠ результат в БД: батч «без ошибок» по…
379;191;191;;;;viz;viz-render.md;memory;viz;1;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-06] Ворота качества нужны и ПОСЛЕ дорогого шага: приёмка до оплат…
381;192;192;;;;layout;layout-solver.md;;layout;2;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-06] Зелёная метрика, меряющая не то, хуже её отсутствия: solver_c…
383;193;193;;;;layout;layout-solver.md;;layout;1;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-06] Бенчмарк живёт вместе с данными: «beam 122/126» от 02.08 не п…
385;194;194;;;;layout;layout-solver.md;;layout;1;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-06] Пороги одного правила — в одном источнике: пуф-пороги (60/180…
387;195;195;;;;layout;layout-solver.md;;layout;4;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-06] LLM-слою расстановки нельзя доверять КООРДИНАТЫ: пробная парт…
391;196;196;;;;layout;layout-solver.md;;layout;1;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Внешние системы расстановки: ProcTHOR/Holodeck/Infinigen/Func…
393;197;197;;;;layout;layout-solver.md;devops;layout;2;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Массовые прогоны — параллельно, с покадровым resume: последов…
395;198;198;;;;layout;layout-solver.md;;layout;1;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Правило-конкурент vs группа: exclusive-пары («пуф vs кресло» …
397;199;199;;;;layout;layout-solver.md;;layout;2;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Правило в данных ≠ правило в силе: камин 200–450 см и «диван …
399;200;200;;;;layout;layout-solver.md;;layout;6;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Один лейбл движка — один алгоритмический путь (ADR-0076): под…
401;201;201;;;;layout;layout-solver.md;;layout;3;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] «Просадка» метрики ≠ регресс кода: прогон с W-правками дал 22…
403;202;202;;;;devops;devops-deploy.md;;layout;0;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Флаги и позиционные аргументы не смешивать наивно: `sys.argv[…
405;203;203;;;;catalog;catalog-stock.md;;catalog;3;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-07] «completed» у Batch API ≠ успех: vision-батч завершился `comp…
407;204;204;;;;layout;layout-solver.md;;layout;2;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Пара правил может быть совместно невыполнимой: CHAIR_ORPHAN т…
409;205;205;;;;layout;layout-solver.md;;layout;2;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Якорь-кандидат, который никогда не проходит фильтр — мёртвый …
411;206;206;;;;layout;layout-solver.md;;layout;4;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Глобал модуля заражает следующую сцену процесса: validate._RO…
413;207;207;;;;catalog;catalog-stock.md;;catalog;1;Уроки 190–195 (2026-08-06, перенесены из core/lessons.md);[08-08] Групповой приор не перебивает per-item неправдоподобие, и пор…
416;;б/н;;;;estimate;estimate-ads-leads.md;;estimate;3;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);Gate-driven пайплайн окупился трижды: recall-гейт поймал value_type-д…
418;;б/н;;;;estimate;estimate-ads-leads.md;;estimate;3;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);local_duplicate_of/conflicts_with экстрактора ≠ verified positives: ~…
420;;б/н;;;;estimate;estimate-ads-leads.md;;estimate;4;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);LLM-судья систематически спорит с сигнатурной группировкой на EXAMPLE…
422;;б/н;;;;estimate;estimate-ads-leads.md;;estimate;3;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);Параллельные воркеры + общий файл-реестр = потеря строк (each-writer-…
424;;б/н;;;;estimate;estimate-ads-leads.md;;estimate;3;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);«Вручную верифицированный» seed заменился terra-верификацией (25/120 …
427;208;208;;;;layout;layout-solver.md;;layout;0;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);[08-09] Joint-кандидат группы несравним по сырому fast-score с одиноч…
430;209;209;;;;layout;layout-solver.md;;estimate;2;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);[08-09] Baseline из resume-строк разных дней непригоден для A/B (крон…
433;210;210;;;;devops;devops-deploy.md;;estimate;1;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);[08-09] `git checkout <commit> -- path` СТЕЙДЖИТ — «docs-only» коммит…
436;211;211;;;;layout;layout-solver.md;;layout;1;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);[08-09] Подложка исключается из free_space СИММЕТРИЧНО collisions, ин…
439;212;212;;;;layout;layout-solver.md;;estimate;1;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);[08-09] Дериватив-якоря клампить в контур — якорь у стены терял весь …
441;213;213;;;;layout;layout-solver.md;devops;estimate;1;Уроки source-KB (2026-08-10, MASTER-source-kb, свод);[08-10, пересмотрен] TIMEOUT приёмки = таймаут 300 на тяжёлых сценах,…
450;214;214;;;;layout;layout-solver.md;;layout;5;Уроки 200–225 (перенесено 12.08);книжная РЕКОМЕНДАЦИЯ в hard = регресс: класс-гейт LAYER_STRENGTHS
451;218;218;;;219;layout;layout-solver.md;;layout;5;Уроки 200–225 (перенесено 12.08);снап носителя не должен ОБМЕНИВАТЬ hard — «никаких НОВЫХ видов», 219 …
452;223;223;;;224;catalog;catalog-stock.md;layout;layout;2;Уроки 200–225 (перенесено 12.08);у КОВРОВ в фидах `w` — КОРОТКАЯ сторона: мерить `max(w,d)`, 224 ковёр…
453;225;225;;;;layout;layout-solver.md;;layout;6;Уроки 200–225 (перенесено 12.08);правки движка во время идущего ЭКЗАМЕНА смешивают две версии кода в о…
456;226;226;;;;layout;layout-solver.md;;layout;3;Уроки 226–234 (перенесено 13.08);ПРАВИЛО В КОММЕНТАРИИ — не правило: одно правило ковра было реализова…
457;227;227;;;;layout;layout-solver.md;;layout;2;Уроки 226–234 (перенесено 13.08);архитектура «жёсткое тело» бесполезна, если у сборки СЕМЬ выходов, а …
458;228;228;;;;layout;layout-solver.md;;layout;3;Уроки 226–234 (перенесено 13.08);солверу НЕЛЬЗЯ ужимать SKU «чтобы влезло» (ковёр/столик −10..20%) — э…
459;229;229;;;;layout;layout-solver.md;;layout;5;Уроки 226–234 (перенесено 13.08);своё число против числа движка = тихий саботаж: порог «диван↔столик» …
460;230;230;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);фиксированный идеал слота без канона ломает подбор: «столик 90 см» пр…
461;231;231;;;;layout;layout-solver.md;;layout;3;Уроки 226–234 (перенесено 13.08);парные роли нельзя схлопывать по имени: `items[r.replace(' 2','')]` д…
462;232;232;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);чертёж обязан рисовать ТО ЖЕ, что проверяет правило: рисовали bbox вм…
463;233;233;;;;layout;layout-solver.md;catalog;layout;3;Уроки 226–234 (перенесено 13.08);сет собирается композитором ОТДЕЛЬНО от шаблонов — в банк попадала ме…
464;234;234;;;;devops;devops-deploy.md;;devops;1;Уроки 226–234 (перенесено 13.08);`pkill -f` на DEV-VM убивает обёртку харнесса (exit 144) — гасить про…
466;243;243;;;;layout;layout-solver.md;catalog;layout;4;Уроки 226–234 (перенесено 13.08);Каталог отдаёт `h_cm=None` — любое сравнение габаритов только через `…
467;244;244;;;;layout;layout-solver.md;catalog+devops;layout;4;Уроки 226–234 (перенесено 13.08);`compose2` в тестовом режиме БЕЗ `--bands all` ПЕРЕЗАПИСЫВАЕТ sets3.j…
468;245;245;;;;catalog;catalog-stock.md;;layout;1;Уроки 226–234 (перенесено 13.08);Правки состава сета ставить ПОСЛЕ всех доборов (обогащение, gap-fill)…
469;246;246;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);«Пустота за спинкой» ≠ дефект: сперва проверь дверь/маршрут (свод №4 …
470;247;247;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);Hard-правило с 0 срабатываний за 252 — чаще СТОРОЖЕВОЕ (генераторы со…
471;248;248;;;;devops;devops-deploy.md;;layout;3;Уроки 226–234 (перенесено 13.08);Текстовый якорь для патча файла, который сам недавно правил, ломается…
473;249;249;;;;layout;layout-solver.md;;layout;8;Уроки 226–234 (перенесено 13.08);Сцена с контуром запускается ТОЛЬКО как `solver_run.py N --v3 W D` + …
474;250;250;;;;layout;layout-solver.md;;layout;6;Уроки 226–234 (перенесено 13.08);«Роль не появляется в сетах» — сперва проверь floor-доли бэнда в comp…
475;251;251;;;;layout;layout-solver.md;devops;layout;1;Уроки 226–234 (перенесено 13.08);Урок 244 НАРУШЕН ПОВТОРНО (затёр sets3.json тестовым прогоном, бэкап …
476;252;252;;;;layout;layout-solver.md;;layout;8;Уроки 226–234 (перенесено 13.08);Жадный выбор ступени посадки без lookahead на вторую зону — системная…
478;235;235;;;;layout;layout-solver.md;;layout;2;Уроки 226–234 (перенесено 13.08);число, посчитанное В КОДЕ, обязано жить в правилах: потолок ковра счи…
481;236;236;;;;layout;layout-solver.md;;layout;6;Уроки 226–234 (перенесено 13.08);«центр» и «фокус» работают только как ПОРОГ отбора кандидатов, как сл…
483;237;237;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);метрика проходимости обязана считать пол, ПО КОТОРОМУ ХОДЯТ: вырезанн…
486;238;238;;;;devops;devops-deploy.md;layout;layout;3;Уроки 226–234 (перенесено 13.08);«не та папка» лечится не дисциплиной, а точкой входа: tools/scout/run…
490;253;253;;;;layout;layout-solver.md;;layout;7;Уроки 226–234 (перенесено 13.08);[14.08] Каскад классов внутри зоны обязан иметь retry другим классом …
491;254;254;;;;layout;layout-solver.md;;layout;7;Уроки 226–234 (перенесено 13.08);[14.08] Планка-сторож, накачанная скрытым браком, ребейсится с каузал…
492;255;255;;;;layout;layout-solver.md;;layout;5;Уроки 226–234 (перенесено 13.08);[14.08] Вейвер жёсткого правила должен срабатывать в точке, где зона …
493;256;256;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);[14.08] Не править код солвера при бегущем экзамене: воркеры — подпро…
495;257;257;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);[14.08] Симметричная механика без симметричного пруфа = невидимый баг…
496;258;258;;;;layout;layout-solver.md;;layout;7;Уроки 226–234 (перенесено 13.08);[14.08] Диагностической оси нельзя верить, пока она не РАЗЛИЧАЕТ сцен…
497;259;259;;;;layout;layout-solver.md;;layout;5;Уроки 226–234 (перенесено 13.08);[14.08] Пруф-сцена одного инварианта может законно нарушать сторож др…
499;260;260;;;;layout;layout-solver.md;;layout;8;Уроки 226–234 (перенесено 13.08);[15.08] Band-фильтр как whitelist — тихий убийца лестницы: «масштаб г…
500;261;261;;;;layout;layout-solver.md;;layout;7;Уроки 226–234 (перенесено 13.08);[15.08] Метрика, не знающая о функции, режет лучший класс: полосы ото…
501;262;262;;;;layout;layout-solver.md;;layout;3;Уроки 226–234 (перенесено 13.08);[15.08] Гипотезу поиска (frozen-core) закрывать данными в два приёма:…
503;263;263;;;;layout;layout-solver.md;;layout;7;Уроки 226–234 (перенесено 13.08);[15.08] Comfort-приоритет, введённый ВНУТРИ лестницы, ломает её внешн…
504;264;264;;;;devops;devops-deploy.md;;layout;2;Уроки 226–234 (перенесено 13.08);[15.08] Двойной фон (`run_in_background` + `nohup … &`) — таск «завер…
505;265;265;;;;layout;layout-solver.md;devops;layout;4;Уроки 226–234 (перенесено 13.08);[15.08] Отчёто-зависимые тесты параллельно экзамену — ложные фейлы (т…
506;266;266;;;;catalog;catalog-stock.md;layout;layout;3;Уроки 226–234 (перенесено 13.08);[15.08] Правка композитора «в конец сборки» (после снятия BUILT/style…
507;267;267;;;;layout;layout-solver.md;;layout;7;Уроки 226–234 (перенесено 13.08);[16.08] Финальные контракты плана (MEDIA_MISSING) — не в validate(): …
508;268;268;;;;layout;layout-solver.md;;layout;5;Уроки 226–234 (перенесено 13.08);[16.08] Роли — только через geometry.base_role: 'стол обеденный'.spli…
509;269;269;;;;layout;layout-solver.md;;layout;6;Уроки 226–234 (перенесено 13.08);[16.08] Ключ сравнения ГОТОВЫХ планов обязан включать богатство ступе…
510;270;270;;;;layout;layout-solver.md;;layout;2;Уроки 226–234 (перенесено 13.08);[16.08] Составную зону (инсталляция) нельзя сравнивать с одиночной ло…
511;271;271;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);[16.08] Массовые fails=[] в экзамене = исключение подпроцесса (оживша…
512;272;272;;;;layout;layout-solver.md;catalog;layout;1;Уроки 226–234 (перенесено 13.08);[17.08] Роль без SKU в каталоге (приставной) делает шаблон недостижим…
513;273;273;;;;layout;layout-solver.md;;layout;6;Уроки 226–234 (перенесено 13.08);[17.08] Якорь блока с повёрнутым предметом у стены торчит углом в сте…
514;274;274;;;;layout;layout-solver.md;;layout;6;Уроки 226–234 (перенесено 13.08);[17.08] Правило-сторож (ARMCHAIR_TOO_DEEP) может убивать целый класс …
515;275;275;;;;layout;layout-solver.md;;layout;3;Уроки 226–234 (перенесено 13.08);[17.08] Гейты по ВЫБРАННЫМ планам сравнимы только на замороженной ког…
516;276;276;;;;layout;layout-solver.md;;layout;4;Уроки 226–234 (перенесено 13.08);[17.08] Опциональная форма главной группы (`u`) не должна забирать se…
517;277;277;;;;catalog;catalog-stock.md;;catalog;0;Уроки 226–234 (перенесено 13.08);[17.08] Новые SKU в сеты — только из живых фидов (fail-closed к broke…
520;278;278;;;;layout;layout-solver.md;devops;layout;4;Уроки 278–282 (17.08, перенесены из core/lessons.md 19.08 — застыли в коде и правилах);[17.08] Cron-конвейер (heal/refresh/solver_check) параллельно экзамен…
521;279;279;;;;catalog;catalog-stock.md;;layout;1;Уроки 278–282 (17.08, перенесены из core/lessons.md 19.08 — застыли в коде и правилах);[17.08] Классификация роли по ПОЛНОМУ пути категории ловит родителя р…
522;280;280;;;;catalog;catalog-stock.md;;layout;1;Уроки 278–282 (17.08, перенесены из core/lessons.md 19.08 — застыли в коде и правилах);[17.08] «Пропала пара pod после heal»: снимать комплект целиком при с…
523;281;281;;;;memory;memory-process.md;catalog;layout;2;Уроки 278–282 (17.08, перенесены из core/lessons.md 19.08 — застыли в коде и правилах);[17.08] Оценивать расход API по официальным ценам и токенам, а не «на…
524;282;282;;;;layout;layout-solver.md;;layout;5;Уроки 278–282 (17.08, перенесены из core/lessons.md 19.08 — застыли в коде и правилах);[17.08] Экзамен ради подписей — не гонять: рендер из артефакта (rende…
527;;б/н;;;;layout;layout-solver.md;;layout;3;Ситуационные каноны и приоры — запрещённые приёмы (19.08, ADR-0112);Сумма ordinal-рангов по разным возможностям как цель выбора — это скр…
530;;б/н;;;;layout;layout-solver.md;;layout;3;Ситуационные каноны и приоры — запрещённые приёмы (19.08, ADR-0112);Частота как квота: 28/19/17 — порядок распространённости, а не доли, …
532;;б/н;;;;layout;layout-solver.md;;layout;6;Ситуационные каноны и приоры — запрещённые приёмы (19.08, ADR-0112);Полная декартова матрица «функция × якорь» — заставляет документирова…
534;;б/н;;;;layout;layout-solver.md;;layout;4;Ситуационные каноны и приоры — запрещённые приёмы (19.08, ADR-0112);Нестабильные ID возможностей (по индексу во входном массиве) — при пе…
536;;б/н;;;;layout;layout-solver.md;;layout;4;Ситуационные каноны и приоры — запрещённые приёмы (19.08, ADR-0112);Повторный запуск солвера ради сертификата — сертификат обязан проецир…
538;;б/н;;;;layout;layout-solver.md;;layout;6;Ситуационные каноны и приоры — запрещённые приёмы (19.08, ADR-0112);Классификация исхода по первой встреченной роли в полосе (скамья у ок…
542;283;283;;;;layout;layout-solver.md;;layout;6;Уроки 283–287 (19.08, перенесены из core/lessons.md 21.08 — застыли в коде и гейтах);[19.08] Эталон, который не проверяла машина, врёт: библиотека канонов…
